,rcept_no,corp_cls,corp_code,corp_name,stock_knd,nm,relate,bsis_posesn_stock_co,bsis_posesn_stock_qota_rt,trmend_posesn_stock_co,trmend_posesn_stock_qota_rt,rm
0,20210304000035,Y,00134963,송원산업,보통주,송원물산㈜,본인,"5,730,410",23.88,"5,730,410",23.88,-
1,20210304000035,Y,00134963,송원산업,보통주,경신실업㈜,계열회사,"2,196,910",9.15,"2,196,910",9.15,-
2,20210304000035,Y,00134963,송원산업,보통주,박종호,임원,"392,070",1.63,"392,070",1.63,-
3,20210304000035,Y,00134963,송원산업,보통주,김충식,임원,"11,100",0.05,"11,100",0.05,-
4,20210304000035,Y,00134963,송원산업,보통주,박현주,기타,"190,620",0.79,"190,620",0.79,-
5,20210304000035,Y,00134963,송원산업,보통주,김옥근,기타,"11,272",0.05,"11,272",0.05,-
6,20210304000035,Y,00134963,송원산업,보통주,박순하,기타,"2,500",0.01,"6,300",0.03,장내매수
7,20210304000035,Y,00134963,송원산업,보통주,이규열,기타,270,0.00,270,0.00,-
8,20210304000035,Y,00134963,송원산업,보통주,Hans-Peter Wuest,기타,"11,957",0.05,"15,000",0.06,장내매수
9,20210304000035,Y,00134963,송원산업,보통주,계,,"8,547,109",35.61,"8,553,952",35.64,-
10,20210304000035,Y,00134963,송원산업,기타,계,,0,0.00,0,0.00,-
