,rcept_no,corp_cls,corp_code,corp_name,stock_knd,nm,relate,bsis_posesn_stock_co,bsis_posesn_stock_qota_rt,trmend_posesn_stock_co,trmend_posesn_stock_qota_rt,rm
0,20230320000376,K,00579980,아이티엠반도체,보통주,(주)나이스홀딩스,최대주주,"7,380,809",31.92,"7,380,809",32.55,-
1,20230320000376,K,00579980,아이티엠반도체,보통주,진주형,계열회사 등기임원,"13,297",0.06,"13,297",0.06,-
2,20230320000376,K,00579980,아이티엠반도체,보통주,심철희,계열회사 등기임원,"12,934",0.06,0,0.00,계열회사 등기임원 사임
3,20230320000376,K,00579980,아이티엠반도체,보통주,천영익,계열회사 등기임원,"12,260",0.05,"12,260",0.05,-
4,20230320000376,K,00579980,아이티엠반도체,보통주,정대규,등기임원,"10,016",0.04,"10,313",0.05,장내 매수
5,20230320000376,K,00579980,아이티엠반도체,보통주,이용훈,계열회사 등기임원,0,0.00,"7,174",0.03,계열회사 등기임원 신규선임
6,20230320000376,K,00579980,아이티엠반도체,보통주,김명수,계열회사 등기임원,"8,150",0.04,"5,650",0.02,장내 매도
7,20230320000376,K,00579980,아이티엠반도체,보통주,LEE JAY BOK,계열회사 등기임원,"4,400",0.02,"4,400",0.02,-
8,20230320000376,K,00579980,아이티엠반도체,보통주,호경근,계열회사 등기임원,"2,280",0.01,"2,280",0.01,-
9,20230320000376,K,00579980,아이티엠반도체,보통주,허천,계열회사 등기임원,900,0.00,900,0.00,-
10,20230320000376,K,00579980,아이티엠반도체,보통주,이광현,계열회사 등기임원,356,0.00,0,0.00,계열회사 등기임원 사임
11,20230320000376,K,00579980,아이티엠반도체,보통주,나혁휘,대표이사,"1,913,049",8.27,"1,493,049",6.58,장외 매도
12,20230320000376,K,00579980,아이티엠반도체,보통주,서울전자통신(주),계열회사,"1,900,411",8.22,"2,320,411",10.23,장외 매수
13,20230320000376,K,00579980,아이티엠반도체,보통주,김원우,최대주주의 최대주주,"1,571,047",6.79,"1,571,047",6.93,-
14,20230320000376,K,00579980,아이티엠반도체,보통주,나이스인프라(주),계열회사,"1,260,019",5.45,"1,260,019",5.56,-
15,20230320000376,K,00579980,아이티엠반도체,보통주,에스투비네트워크(주),계열회사,"918,287",3.97,"918,287",4.05,-
16,20230320000376,K,00579980,아이티엠반도체,보통주,(주)아이티엠반도체,자기주식,"842,723",3.64,"1,591,317",7.02,자기주식 취득 및 소각
17,20230320000376,K,00579980,아이티엠반도체,보통주,황호석,등기임원,"80,236",0.35,"80,236",0.35,-
18,20230320000376,K,00579980,아이티엠반도체,보통주,황현구,계열회사 등기임원,"60,325",0.26,"70,845",0.31,주식매수선택권 행사 및 장내매수
19,20230320000376,K,00579980,아이티엠반도체,보통주,계,,"15,991,499",69.16,"16,742,294",73.83,-
20,20230320000376,K,00579980,아이티엠반도체,우선주,계,,-,-,-,-,-
