,rcept_no,corp_cls,corp_code,corp_name,stock_knd,nm,relate,bsis_posesn_stock_co,bsis_posesn_stock_qota_rt,trmend_posesn_stock_co,trmend_posesn_stock_qota_rt,rm
0,20210323001129,Y,00173795,신흥,보통주,이용익,본인,"2,008,684",20.92,"2,029,753",21.14,"장내매수, 기타"
1,20210323001129,Y,00173795,신흥,보통주,박길삼,매형,"554,120",5.77,"554,120",5.77,-
2,20210323001129,Y,00173795,신흥,보통주,정  현,매제,"292,900",3.05,"292,900",3.05,-
3,20210323001129,Y,00173795,신흥,보통주,이재민,자,"122,420",1.28,"135,010",1.41,"장내매수, 기타"
4,20210323001129,Y,00173795,신흥,보통주,이상민,자,"122,420",1.28,"127,560",1.33,"장내매수, 기타"
5,20210323001129,Y,00173795,신흥,보통주,이남곤,자,"122,420",1.28,"127,560",1.33,"장내매수, 기타"
6,20210323001129,Y,00173795,신흥,보통주,이용림,종형제,"20,000",0.21,"20,000",0.21,-
7,20210323001129,Y,00173795,신흥,보통주,신성치재,계열회사,"330,620",3.44,"192,115",2.00,장내/외매도
8,20210323001129,Y,00173795,신흥,보통주,신수철,처남,0,0.00,"1,869",0.02,장내매수
9,20210323001129,Y,00173795,신흥,보통주,이용준,종형제,0,0.00,"21,000",0.22,장내매수
10,20210323001129,Y,00173795,신흥,보통주,재단법인 신흥연송학술재단,재단법인,"30,000",0.31,"60,000",0.63,기타
11,20210323001129,Y,00173795,신흥,보통주,신기화,처,"26,570",0.28,"75,040",0.78,"장내매수, 기타"
12,20210323001129,Y,00173795,신흥,보통주,신흥,자기주식,"56,090",0.58,"49,658",0.52,장외매도
13,20210323001129,Y,00173795,신흥,보통주,이영규,부,"1,253,600",13.06,"1,253,600",13.06,-
14,20210323001129,Y,00173795,신흥,보통주,이현숙,매,"10,100",0.11,"10,100",0.11,-
15,20210323001129,Y,00173795,신흥,보통주,김양순,모,"482,520",5.03,"482,520",5.03,-
16,20210323001129,Y,00173795,신흥,보통주,이용현,형,"1,032,390",10.75,"1,032,390",10.75,-
17,20210323001129,Y,00173795,신흥,보통주,이원규,숙부,"240,000",2.50,"200,000",2.08,장내매도
18,20210323001129,Y,00173795,신흥,보통주,김을호,숙모,"20,000",0.21,"20,000",0.21,-
19,20210323001129,Y,00173795,신흥,보통주,이동규,숙부,"809,480",8.43,"809,480",8.43,-
20,20210323001129,Y,00173795,신흥,보통주,계,,"7,534,334",78.48,"7,494,675",78.07,-
21,20210323001129,Y,00173795,신흥,-,계,,-,-,-,-,-
