,rcept_no,corp_cls,corp_code,corp_name,stock_knd,nm,relate,bsis_posesn_stock_co,bsis_posesn_stock_qota_rt,trmend_posesn_stock_co,trmend_posesn_stock_qota_rt,rm
0,20230315001388,Y,00124799,사조산업,보통주,(주)사조시스템즈,최대주주,"1,457,836",29.15,"1,527,676",30.55,-
1,20230315001388,Y,00124799,사조산업,보통주,주진우,특수관계인,"712,046",14.24,"712,046",14.24,-
2,20230315001388,Y,00124799,사조산업,보통주,윤성애,특수관계인,"61,408",1.23,"61,408",1.23,-
3,20230315001388,Y,00124799,사조산업,보통주,주지홍,특수관계인,"339,910",6.80,"339,910",6.80,-
4,20230315001388,Y,00124799,사조산업,보통주,이창주,특수관계인,"6,467",0.13,"6,467",0.13,-
5,20230315001388,Y,00124799,사조산업,보통주,임태기,특수관계인,"1,000",0.02,"1,000",0.02,-
6,20230315001388,Y,00124799,사조산업,보통주,(주)사조랜더텍,특수관계인,"150,050",3.00,"150,400",3.01,-
7,20230315001388,Y,00124799,사조산업,보통주,(주)사조오양,특수관계인,"150,000",3.00,"193,082",3.86,-
8,20230315001388,Y,00124799,사조산업,보통주,(주)캐슬렉스제주,특수관계인,0,0.00,"7,654",0.15,-
9,20230315001388,Y,00124799,사조산업,보통주,계,,"2,878,717",57.57,"2,999,643",59.99,-
10,20230315001388,Y,00124799,사조산업,우선주,계,,-,-,-,-,-
