,rcept_no,corp_cls,corp_code,corp_name,stock_knd,nm,relate,bsis_posesn_stock_co,bsis_posesn_stock_qota_rt,trmend_posesn_stock_co,trmend_posesn_stock_qota_rt,rm
0,20220321000585,K,00857727,하림,보통주,(주)하림지주,최대주주,"60,928,422",57.37,"60,928,422",57.37,-
1,20220321000585,K,00857727,하림,보통주,김홍국,대표이사,"1,304,207",1.23,"1,304,207",1.23,-
2,20220321000585,K,00857727,하림,보통주,이우진,계열사임원,"330,747",0.31,"310,747",0.29,-
3,20220321000585,K,00857727,하림,보통주,서형규,계열사임원,144,0.00,144,0.00,-
4,20220321000585,K,00857727,하림,보통주,박재호,계열사임원,489,0.00,489,0.00,-
5,20220321000585,K,00857727,하림,보통주,조병철,계열사임원,0,0.00,101,0.00,-
6,20220321000585,K,00857727,하림,보통주,박점수,계열사임원,"1,500",0.00,"1,500",0.00,-
7,20220321000585,K,00857727,하림,보통주,이은호,친인척,100,0.00,100,0.00,-
8,20220321000585,K,00857727,하림,보통주,(주)하림,자기주식,"22,520",0.02,"22,520",0.02,-
9,20220321000585,K,00857727,하림,보통주,계,,"62,588,129",58.93,"62,568,230",58.91,-
10,20220321000585,K,00857727,하림,우선주,계,,0,0.00,0,0.00,-
