,rcept_no,corp_cls,corp_code,corp_name,stock_knd,nm,relate,bsis_posesn_stock_co,bsis_posesn_stock_qota_rt,trmend_posesn_stock_co,trmend_posesn_stock_qota_rt,rm
0,20210319000967,Y,00152880,코오롱글로벌,의결권있는주식,㈜코오롱,최대주주,"18,964,708",75.23,"18,964,708",75.23,-
1,20210319000967,Y,00152880,코오롱글로벌,의결권있는주식,이기원,계열사임원,"4,050",0.01,0,0.00,-
2,20210319000967,Y,00152880,코오롱글로벌,의결권있는주식,이철승,계열사임원,43,0.00,43,0.00,-
3,20210319000967,Y,00152880,코오롱글로벌,의결권있는주식,송혁재,계열사임원,"2,344",0.01,0,0.00,-
4,20210319000967,Y,00152880,코오롱글로벌,의결권있는주식,정공환,계열사임원,"7,431",0.03,"8,304",0.03,-
5,20210319000967,Y,00152880,코오롱글로벌,의결권있는주식,이인성,계열사임원,46,0.00,381,0.00,-
6,20210319000967,Y,00152880,코오롱글로벌,의결권있는주식,김문수,계열사임원,"3,070",0.01,0,0.00,-
7,20210319000967,Y,00152880,코오롱글로벌,의결권있는주식,김응옥,계열사임원,20,0.00,492,0.00,-
8,20210319000967,Y,00152880,코오롱글로벌,의결권있는주식,김현진,계열사임원,"1,968",0.01,0,0.00,-
9,20210319000967,Y,00152880,코오롱글로벌,의결권있는주식,김종하,계열사임원,"1,600",0.01,0,0.00,-
10,20210319000967,Y,00152880,코오롱글로벌,의결권있는주식,김영범,계열사임원,787,0.00,787,0.00,-
11,20210319000967,Y,00152880,코오롱글로벌,의결권없는주식,㈜코오롱,최대주주,"19,883",6.36,"19,883",6.36,-
12,20210319000967,Y,00152880,코오롱글로벌,의결권있는주식,방기정,계열사임원,"1,020",0.00,"1,277",0.01,-
13,20210319000967,Y,00152880,코오롱글로벌,의결권있는주식,이일우,계열사임원,373,0.00,700,0.00,-
14,20210319000967,Y,00152880,코오롱글로벌,의결권있는주식,류재익,계열사임원,"1,509",0.00,"2,117",0.01,-
15,20210319000967,Y,00152880,코오롱글로벌,의결권있는주식,김기덕,계열사임원,489,0.00,489,0.00,-
16,20210319000967,Y,00152880,코오롱글로벌,의결권있는주식,나종현,계열사임원,0,0.00,455,0.00,-
17,20210319000967,Y,00152880,코오롱글로벌,의결권있는주식,이재혁,계열사임원,0,0.00,335,0.00,-
18,20210319000967,Y,00152880,코오롱글로벌,의결권있는주식,조현철,계열사임원,0,0.00,"1,156",0.00,-
19,20210319000967,Y,00152880,코오롱글로벌,의결권있는주식,강창희,계열사임원,0,0.00,655,0.00,-
20,20210319000967,Y,00152880,코오롱글로벌,의결권있는주식,오운문화재단,계열단체,"130,205",0.52,"130,205",0.52,-
21,20210319000967,Y,00152880,코오롱글로벌,의결권있는주식,이웅열,최대주주의 최대주주,"96,522",0.38,"96,522",0.38,-
22,20210319000967,Y,00152880,코오롱글로벌,의결권있는주식,윤창운,대표이사,"36,702",0.15,"38,727",0.15,-
23,20210319000967,Y,00152880,코오롱글로벌,의결권있는주식,장동권,임원,"30,384",0.12,"41,804",0.17,-
24,20210319000967,Y,00152880,코오롱글로벌,의결권있는주식,안효상,임원,"15,000",0.06,"16,206",0.06,-
25,20210319000967,Y,00152880,코오롱글로벌,의결권있는주식,박문희,계열사임원,233,0.00,233,0.00,-
26,20210319000967,Y,00152880,코오롱글로벌,의결권있는주식,윤재은,임원,"2,400",0.01,"3,049",0.01,-
27,20210319000967,Y,00152880,코오롱글로벌,의결권있는주식,계,,"19,300,904",76.56,"19,308,645",76.59,-
28,20210319000967,Y,00152880,코오롱글로벌,의결권없는주식,계,,"19,883",6.36,"19,883",6.36,-
