,rcept_no,corp_cls,corp_code,corp_name,stock_knd,nm,relate,bsis_posesn_stock_co,bsis_posesn_stock_qota_rt,trmend_posesn_stock_co,trmend_posesn_stock_qota_rt,rm
0,20220324000140,Y,00160588,한화,보통주,김승연,최대주주 본인,"16,977,949",22.65,"16,977,949",22.65,-
1,20220324000140,Y,00160588,한화,우선주,북일학원,재단,0,0.00,0,0.00,-
2,20220324000140,Y,00160588,한화,보통주,김동원,최대주주의 자,"1,250,000",1.67,"1,250,000",1.67,-
3,20220324000140,Y,00160588,한화,우선주,김동원,최대주주의 자,0,0.00,0,0.00,-
4,20220324000140,Y,00160588,한화,보통주,김동선,최대주주의 자,"1,250,000",1.67,"1,250,000",1.67,-
5,20220324000140,Y,00160588,한화,우선주,김동선,최대주주의 자,0,0.00,0,0.00,-
6,20220324000140,Y,00160588,한화,보통주,서영민,최대주주의 배우자,"1,061,676",1.42,"1,061,676",1.42,-
7,20220324000140,Y,00160588,한화,우선주,서영민,최대주주의 배우자,0,0.00,0,0.00,-
8,20220324000140,Y,00160588,한화,보통주,김호연,최대주주의 혈족6촌,"124,567",0.17,"124,567",0.17,-
9,20220324000140,Y,00160588,한화,우선주,김호연,최대주주의 혈족6촌,0,0.00,0,0.00,-
10,20220324000140,Y,00160588,한화,보통주,금춘수,발행회사 임원,"31,000",0.04,"31,000",0.04,-
11,20220324000140,Y,00160588,한화,우선주,김승연,최대주주 본인,"1,470,000",6.40,"1,470,000",6.40,-
12,20220324000140,Y,00160588,한화,우선주,금춘수,발행회사 임원,"20,000",0.09,"20,000",0.09,-
13,20220324000140,Y,00160588,한화,보통주,옥경석,발행회사 임원,"7,250",0.01,"7,250",0.01,-
14,20220324000140,Y,00160588,한화,우선주,옥경석,발행회사 임원,0,0.00,0,0.00,-
15,20220324000140,Y,00160588,한화,보통주,김승모,발행회사 임원,0,0.00,"10,342",0.01,2021.03.29 등기임원 선임으로 특수관계인 편입
16,20220324000140,Y,00160588,한화,우선주,김승모,발행회사 임원,0,0.00,186,0.00,2021.03.29 등기임원 선임으로 특수관계인 편입
17,20220324000140,Y,00160588,한화,보통주,김맹윤,발행회사 임원,0,0.00,"7,392",0.01,2021.03.29 등기임원 선임으로 특수관계인 편입
18,20220324000140,Y,00160588,한화,우선주,김맹윤,발행회사 임원,0,0.00,0,0.00,2021.03.29 등기임원 선임으로 특수관계인 편입
19,20220324000140,Y,00160588,한화,보통주,서광명,발행회사 임원,"3,490",0.00,0,0.00,2021.03.27 등기임원 사임으로 특수관계인 제외
20,20220324000140,Y,00160588,한화,우선주,서광명,발행회사 임원,"12,160",0.05,0,0.00,2021.03.27 등기임원 사임으로 특수관계인 제외
21,20220324000140,Y,00160588,한화,보통주,김동관,최대주주의 자,"3,330,000",4.44,"3,330,000",4.44,-
22,20220324000140,Y,00160588,한화,우선주,김동관,최대주주의 자,"860,654",3.75,"860,654",3.75,-
23,20220324000140,Y,00160588,한화,보통주,에이치솔루션(주),계열회사,"3,181,010",4.24,0,0.00,한화에너지(주)에 피합병(2021.10.01)으로 소멸
24,20220324000140,Y,00160588,한화,우선주,에이치솔루션(주),계열회사,"1,106,279",4.82,0,0.00,한화에너지(주)에 피합병(2021.10.01)으로 소멸
25,20220324000140,Y,00160588,한화,보통주,한화에너지(주) ,계열회사,0,0.00,"7,272,546",9.70,"신규취득 및 에이치솔루션(주)와의 흡수합병
(2021.10.01)으로 인한 추가취득"
26,20220324000140,Y,00160588,한화,우선주,한화에너지(주) ,계열회사,0,0.00,"1,170,479",5.10,"신규취득 및 에이치솔루션(주)와의 흡수합병
(2021.10.01)으로 인한 추가취득"
27,20220324000140,Y,00160588,한화,보통주,북일학원,재단,"1,371,105",1.83,"1,371,105",1.83,-
28,20220324000140,Y,00160588,한화,보통주,계,,"28,588,047",38.14,"32,693,827",43.62,-
29,20220324000140,Y,00160588,한화,우선주,계,,"3,469,093",15.12,"3,521,319",15.34,-
