,rcept_no,corp_cls,corp_code,corp_name,stock_knd,nm,relate,bsis_posesn_stock_co,bsis_posesn_stock_qota_rt,trmend_posesn_stock_co,trmend_posesn_stock_qota_rt,rm
0,20220317000879,Y,00422895,세이브존I&C,의결권있는주식,(주)세이브존,본인,"20,132,636",49.06,"20,132,636",49.06,-
1,20220317000879,Y,00422895,세이브존I&C,의결권있는주식,정근호,특수관계인,"11,465",0.03,0,0.00,특수관계인 제외
2,20220317000879,Y,00422895,세이브존I&C,의결권있는주식,방동규,특수관계인,"132,347",0.32,0,0.00,특수관계인 제외
3,20220317000879,Y,00422895,세이브존I&C,의결권있는주식,김승휘,특수관계인,793,0.00,0,0.00,특수관계인 제외
4,20220317000879,Y,00422895,세이브존I&C,의결권있는주식,김석일,특수관계인,"5,999",0.01,0,0.00,특수관계인 제외
5,20220317000879,Y,00422895,세이브존I&C,의결권있는주식,(주)세이브존리베라,계열사,"1,000,000",2.44,"1,000,000",2.44,-
6,20220317000879,Y,00422895,세이브존I&C,의결권있는주식,용석봉,특수관계인,"476,074",1.16,"476,074",1.16,-
7,20220317000879,Y,00422895,세이브존I&C,의결권있는주식,김현동,특수관계인,"2,668",0.01,"2,668",0.01,-
8,20220317000879,Y,00422895,세이브존I&C,의결권있는주식,이상준,특수관계인,"5,910",0.01,"5,910",0.01,-
9,20220317000879,Y,00422895,세이브존I&C,의결권있는주식,최진기,특수관계인,"7,300",0.02,"7,300",0.02,-
10,20220317000879,Y,00422895,세이브존I&C,의결권있는주식,문태수,특수관계인,"47,016",0.11,"47,016",0.11,-
11,20220317000879,Y,00422895,세이브존I&C,의결권있는주식,이강석,특수관계인,"3,339",0.01,"3,339",0.01,-
12,20220317000879,Y,00422895,세이브존I&C,의결권있는주식,조장범,특수관계인,"15,531",0.04,0,0.00,특수관계인 제외
13,20220317000879,Y,00422895,세이브존I&C,의결권있는주식,계,,"21,841,078",53.22,"21,674,943",52.81,-
14,20220317000879,Y,00422895,세이브존I&C,의결권없는주식,계,,-,-,-,-,-
