,rcept_no,corp_cls,corp_code,corp_name,stock_knd,nm,relate,bsis_posesn_stock_co,bsis_posesn_stock_qota_rt,trmend_posesn_stock_co,trmend_posesn_stock_qota_rt,rm
0,20220930000044,Y,00135962,신라교역,의결권있는주식,(주)신라홀딩스,최대주주,"6,429,287",40.18,"6,429,287",40.18,-
1,20220930000044,Y,00135962,신라교역,의결권있는주식,이광세,특수관계인,"3,313",0.02,0,0.00,임원 퇴임
2,20220930000044,Y,00135962,신라교역,의결권있는주식,홍성호,특수관계인,"6,157",0.04,"6,157",0.04,-
3,20220930000044,Y,00135962,신라교역,의결권있는주식,김호운,특수관계인,0,0.00,"4,483",0.03,임원 선임
4,20220930000044,Y,00135962,신라교역,의결권있는주식,양상용,특수관계인,"3,674",0.02,0,0.00,임원 퇴임
5,20220930000044,Y,00135962,신라교역,의결권있는주식,서대교,특수관계인,0,0.00,"8,779",0.05,임원 선임
6,20220930000044,Y,00135962,신라교역,의결권있는주식,신라문화장학재단,재단,"1,226,034",7.66,"1,226,034",7.66,-
7,20220930000044,Y,00135962,신라교역,의결권있는주식,정춘자,특수관계인,"29,838",0.19,"29,838",0.19,-
8,20220930000044,Y,00135962,신라교역,의결권있는주식,박성진,특수관계인,"100,000",0.62,"100,000",0.62,-
9,20220930000044,Y,00135962,신라교역,의결권있는주식,박숙희,특수관계인,"346,127",2.16,"246,784",1.54,장내 매도
10,20220930000044,Y,00135962,신라교역,의결권있는주식,박상희,특수관계인,"441,917",2.76,"441,917",2.76,-
11,20220930000044,Y,00135962,신라교역,의결권있는주식,박주희,특수관계인,"436,899",2.73,"436,899",2.73,-
12,20220930000044,Y,00135962,신라교역,의결권있는주식,박재흥,특수관계인,"1,605,493",10.03,"1,605,493",10.03,-
13,20220930000044,Y,00135962,신라교역,의결권있는주식,박수진,특수관계인,"29,003",0.18,"17,055",0.11,"장내 매수, 매도"
14,20220930000044,Y,00135962,신라교역,의결권있는주식,박연진,특수관계인,"37,566",0.23,"19,801",0.12,"장내 매수, 매도"
15,20220930000044,Y,00135962,신라교역,의결권있는주식,계,,"10,695,308",66.85,"10,572,527",66.08,-
16,20220930000044,Y,00135962,신라교역,-,계,,-,-,-,-,-
