,rcept_no,corp_cls,corp_code,corp_name,stock_knd,nm,relate,bsis_posesn_stock_co,bsis_posesn_stock_qota_rt,trmend_posesn_stock_co,trmend_posesn_stock_qota_rt,rm
0,20230321001132,Y,00163345,DB,보통주,김남호,최대주주 본인,"33,856,750",16.83,"33,856,750",16.83,-
1,20230321001132,Y,00163345,DB,보통주,김병직,최대주주의 친인척,"64,580",0.03,"64,580",0.03,-
2,20230321001132,Y,00163345,DB,보통주,김병은,최대주주의 친인척,"37,290",0.02,"37,290",0.02,-
3,20230321001132,Y,00163345,DB,보통주,김두연,최대주주의 친인척,"149,160",0.07,"149,160",0.07,-
4,20230321001132,Y,00163345,DB,보통주,DB김준기문화재단,"특수관계인
(비영리법인)","8,644,280",4.30,0,0.00,김준기에게 매도
5,20230321001132,Y,00163345,DB,보통주,백민호,"계열회사 임원
(디비에프아이에스)","7,000",0.00,"7,000",0.00,-
6,20230321001132,Y,00163345,DB,보통주,강운식,"계열회사 임원
(디비아이엔씨)","100,000",0.05,"175,500",0.09,장내매수
7,20230321001132,Y,00163345,DB,보통주,유세종,"계열회사 임원
(디비자동차보험손해사정)",0,0.00,"7,030",0.00,계열회사 임원 선임
8,20230321001132,Y,00163345,DB,보통주,김준기,최대주주의 친인척,"23,352,761",11.61,"31,997,041",15.91,DB김준기문화재단으로부터 매수
9,20230321001132,Y,00163345,DB,보통주,김주원,최대주주의 친인척,"19,861,669",9.87,"19,861,669",9.87,-
10,20230321001132,Y,00163345,DB,보통주,김남선,최대주주의 친인척,"149,160",0.07,"141,160",0.07,장내매도
11,20230321001132,Y,00163345,DB,보통주,윤대근,최대주주의 친인척,"647,910",0.32,"647,910",0.32,-
12,20230321001132,Y,00163345,DB,보통주,김정림,최대주주의 친인척,"286,650",0.14,"286,650",0.14,-
13,20230321001132,Y,00163345,DB,보통주,임주웅,최대주주의 친인척,"573,330",0.28,"573,330",0.28,-
14,20230321001132,Y,00163345,DB,보통주,김명자,최대주주의 친인척,"286,650",0.14,"286,650",0.14,-
15,20230321001132,Y,00163345,DB,보통주,김명희,최대주주의 친인척,"120,000",0.06,"120,000",0.06,-
16,20230321001132,Y,00163345,DB,보통주,계,,"88,137,190",43.81,"88,211,720",43.85,-
17,20230321001132,Y,00163345,DB,우선주,계,,0,0.00,0,0.00,-
