,rcept_no,corp_cls,corp_code,corp_name,stock_knd,nm,relate,bsis_posesn_stock_co,bsis_posesn_stock_qota_rt,trmend_posesn_stock_co,trmend_posesn_stock_qota_rt,rm
0,20210317001279,K,00525642,코오롱생명과학,보통주,㈜코오롱,최대주주 본인,"2,322,480",20.35,"2,322,480",20.35,-
1,20210317001279,K,00525642,코오롱생명과학,보통주,이찬희,발행회사 임원,240,0.00,240,0.00,-
2,20210317001279,K,00525642,코오롱생명과학,보통주,전재광,계열회사 임원,200,0.00,200,0.00,-
3,20210317001279,K,00525642,코오롱생명과학,보통주,이유식,계열회사 임원,150,0.00,0,0.00,계열회사 제외
4,20210317001279,K,00525642,코오롱생명과학,보통주,이웅열,최대주주의 최대주주,"1,643,061",14.40,"1,643,061",14.40,-
5,20210317001279,K,00525642,코오롱생명과학,보통주,서창희,기타,"69,796",0.61,"69,796",0.61,-
6,20210317001279,K,00525642,코오롱생명과학,보통주,김철수,계열회사 임원,"8,517",0.07,"8,517",0.07,-
7,20210317001279,K,00525642,코오롱생명과학,보통주,노문종,계열회사 임원,"6,948",0.06,"6,948",0.06,-
8,20210317001279,K,00525642,코오롱생명과학,보통주,이우석,발행회사 임원,"4,552",0.04,"4,552",0.04,-
9,20210317001279,K,00525642,코오롱생명과학,보통주,김수정,발행회사 임원,"2,300",0.02,"2,300",0.02,-
10,20210317001279,K,00525642,코오롱생명과학,보통주,윤재은,계열회사 임원,"1,105",0.01,"1,105",0.01,-
11,20210317001279,K,00525642,코오롱생명과학,보통주,이정훈,계열회사 임원,255,0.00,255,0.00,-
12,20210317001279,K,00525642,코오롱생명과학,보통주,계,,"4,059,604",35.57,"4,059,454",35.57,-
13,20210317001279,K,00525642,코오롱생명과학,-,계,,-,-,-,-,-
