,rcept_no,corp_cls,corp_code,corp_name,stock_knd,nm,relate,bsis_posesn_stock_co,bsis_posesn_stock_qota_rt,trmend_posesn_stock_co,trmend_posesn_stock_qota_rt,rm
0,20220310001179,Y,00138701,아세아,보통주,이훈범,최대주주,"301,093",13.74,"301,093",13.74,-
1,20220310001179,Y,00138701,아세아,보통주,최건환,계열회사임원,"2,107",0.10,0,0.00,-
2,20220310001179,Y,00138701,아세아,보통주,고규환,대표이사,312,0.02,312,0.02,-
3,20220310001179,Y,00138701,아세아,보통주,이동창,계열회사임원,14,0.00,14,0.00,-
4,20220310001179,Y,00138701,아세아,보통주,이병무,발행회사 임원,"250,699",11.44,"250,699",11.44,-
5,20220310001179,Y,00138701,아세아,보통주,이인범,계열회사임원,"165,661",7.56,"165,661",7.56,-
6,20220310001179,Y,00138701,아세아,보통주,이윤무,계열회사임원,"93,454",4.27,"93,454",4.27,-
7,20220310001179,Y,00138701,아세아,보통주,문경학원,학교법인,"73,371",3.35,"73,371",3.35,-
8,20220310001179,Y,00138701,아세아,보통주,이정자,친인척,"15,956",0.73,"15,956",0.73,-
9,20220310001179,Y,00138701,아세아,보통주,(주)부국레미콘,계열회사,"15,226",0.69,"15,226",0.69,-
10,20220310001179,Y,00138701,아세아,보통주,이선혜,친인척,"15,003",0.68,"15,003",0.68,-
11,20220310001179,Y,00138701,아세아,보통주,이훈송,친인척,"10,793",0.49,"10,793",0.49,-
12,20220310001179,Y,00138701,아세아,보통주,계,,"943,689",43.07,"941,582",42.97,-
13,20220310001179,Y,00138701,아세아,-,계,,-,-,-,-,-
