,rcept_no,corp_cls,corp_code,corp_name,stock_knd,nm,relate,bsis_posesn_stock_co,bsis_posesn_stock_qota_rt,trmend_posesn_stock_co,trmend_posesn_stock_qota_rt,rm
0,20210416000566,Y,00661847,화인베스틸,보통주,(주)화인인터내셔날,최대주주,"8,433,980",28.54,"8,241,620",27.89,-
1,20210416000566,Y,00661847,화인베스틸,보통주,동일철강(주),관계회사,"6,708,792",22.70,"6,777,090",22.93,-
2,20210416000566,Y,00661847,화인베스틸,보통주,장인화,대표이사,0,0.00,0,0.00,-
3,20210416000566,Y,00661847,화인베스틸,보통주,한동석,비등기임원,"42,416",0.14,"42,046",0.14,-
4,20210416000566,Y,00661847,화인베스틸,보통주,정수범,관계회사 비등기임원,"33,320",0.11,"33,320",0.11,-
5,20210416000566,Y,00661847,화인베스틸,보통주,손재수,관계회사 임원,"22,726",0.08,"22,726",0.08,-
6,20210416000566,Y,00661847,화인베스틸,보통주,백기천,비등기임원,"21,600",0.07,"21,276",0.07,-
7,20210416000566,Y,00661847,화인베스틸,보통주,장재헌,관계회사 임원,"10,000",0.03,"10,000",0.03,-
8,20210416000566,Y,00661847,화인베스틸,보통주,최원집,비등기임원,"6,581",0.02,0,0.00,-
9,20210416000566,Y,00661847,화인베스틸,보통주,계,,"15,279,415",51.71,"15,148,078",51.26,-
10,20210416000566,Y,00661847,화인베스틸,-,계,,-,-,-,-,-
