,rcept_no,corp_cls,corp_code,corp_name,stock_knd,nm,relate,bsis_posesn_stock_co,bsis_posesn_stock_qota_rt,trmend_posesn_stock_co,trmend_posesn_stock_qota_rt,rm
0,20210318000880,Y,00123781,부국철강,보통주,남상규,본인,"4,826,730",24.13,"4,826,730",24.13,-
1,20210318000880,Y,00123781,부국철강,보통주,남상오,형,"3,531,500",17.66,"3,531,500",17.66,-
2,20210318000880,Y,00123781,부국철강,보통주,남건우,조카,"337,050",1.69,"337,050",1.69,-
3,20210318000880,Y,00123781,부국철강,보통주,남명우,조카,"337,030",1.69,"337,030",1.69,-
4,20210318000880,Y,00123781,부국철강,보통주,남혜원,조카,"337,020",1.69,"337,020",1.69,-
5,20210318000880,Y,00123781,부국철강,보통주,남화연,자,"183,250",0.92,"183,250",0.92,-
6,20210318000880,Y,00123781,부국철강,보통주,손영신,처,"237,460",1.19,"237,460",1.19,-
7,20210318000880,Y,00123781,부국철강,보통주,손일호,특수관계인,"17,460",0.09,"17,460",0.09,-
8,20210318000880,Y,00123781,부국철강,보통주,부국문화재단,비영리공익법인,"880,000",4.40,"880,000",4.40,-
9,20210318000880,Y,00123781,부국철강,보통주,계,,"10,687,500",53.44,"10,687,500",53.44,-
10,20210318000880,Y,00123781,부국철강,계,계,,"10,687,500",53.44,"10,687,500",53.44,-
