,corp_name,nm,sexdstn,birth_ym,ofcps,rgist_exctv_at,fte_at,chrg_job,main_career,mxmm_shrholdr_relate,hffc_pd,tenure_end_on
0,대유에이텍,박영우,남,1955년 01월,회장,미등기임원,상근,총괄,위니아그룹 회장,특수관계인,24년 10개월,-
1,대유에이텍,김세영,남,1969년 07월,상무,미등기임원,상근,"품질경영/
생기부문장","조선대학교 산업공학과 졸업
대유위니아 생산본부 구매관리 담당
現. 대유에이텍 품질담당",-,2년 9개월,-
2,대유에이텍,김현태,남,1965년 09월,상무,미등기임원,상근,"화성시트
사업부장","한국방송통신대학 경영학과
現, 대유에이텍 화성시트사업부 담당",-,19년 2개월,-
3,대유에이텍,이진웅,남,1961년 05월,상무,미등기임원,상근,건설부문장,"전남대학교 건축공학과
現. 대유에이텍 건설 담당",-,1년 5개월,-
4,대유에이텍,전특호,남,1970년 07월,상무보,미등기임원,상근,생산부문장,"호남대학교 법학과 졸업
㈜대유홀딩스 경영지원 담당
現. 대유에이텍 경영지원 담당",-,2년 8개월,-
5,대유에이텍,범형택,남,1975년 05월,상무보,미등기임원,상근,"개발설계/
선행연구
부문장","동국대학교 기계공학과
現. 대유에이텍 기술연구소 담당",-,18년 7개월,-
6,대유에이텍,권의경,남,1962년 09월,사장,등기임원,상근,대표이사,"한림대학교 생물학과 졸업
대유에이텍 관리부문장
現.대유에이텍 대표이사",-,21년 6개월,2022년 03월 25일
7,대유에이텍,양원기,남,1958년 08월,사내이사,등기임원,비상근,사내이사,"이화모듈주식회사 대표이사
KDK Automotive Europe 대표이사
現. (주)위니아대우매뉴팩처링 대표이사",-,9개월,2022년 03월 25일
8,대유에이텍,박은진,여,1990년 09월,상무,등기임원,상근,사업기획,"-. NEW YORK　UNIVERSITY 
  (Media, Culture, Communication)
-. 매일경제 편집국 
現.(주)대유에이텍 사내이사",특수관계인,2년 2개월,2021년 03월 28일
9,대유에이텍,이재호,남,1954년 04월,사외이사,등기임원,비상근,사외이사,"동아일보 편집국 부국장 
한국신문협회 출판협의회 부회장
국가정보화전략위원회 민간위원 
現.한국출판문화산업진흥원 원장",-,4년 9개월,2021년 03월 25일
10,대유에이텍,손창환,남,1958년 07월,사외이사,등기임원,비상근,사외이사,"삼일회계법인
공인회계사(세무사)손창환 사무소 대표
정안회계법인 대표
現. 대유에이텍 사외이사",-,9개월,2021년 03월 25일
11,대유에이텍,이영철,남,1959년 07월,사외이사,등기임원,비상근,사외이사,"기술보증기금 광주본부평가센터 본부장
태영세무법인 대표
現. 대유에이텍 사외이사",-,9개월,2021년 03월 25일
12,대유에이텍,유선웅,남,1968년 04월,전무,미등기임원,상근,"기술연구소
소장","운산기계공업고등학교 졸업
중앙산업 설계담당
現.대유에이텍 기술연구소 소장",-,20년 8개월,-
13,대유에이텍,이창석,남,1965년 04월,상무,미등기임원,상근,"양산설계/
개발부문장","전북대학교 정밀기계공학과 졸업
기아자동차 공정개선부문
현대자동차 시작총괄
現.대유에이텍 개발/기술연구소 담당",-,16년 6개월,-
