,corp_name,nm,sexdstn,birth_ym,ofcps,rgist_exctv_at,fte_at,chrg_job,main_career,mxmm_shrholdr_relate,hffc_pd,tenure_end_on
0,케이티스카이라이프,김철수,남,1963년 02월,대표이사,등기임원,상근,사장,"KAIST 경영학과 석사
(전)LG 유플러스 MS본부장
(전)kt Customer 부문 부문장(부사장)
(전)KTH 대표이사  사장",-,9개월,-
1,케이티스카이라이프,김택환,남,1958년 03월,이사,등기임원,비상근,사외이사,"독일 본대 대학원 언론학 박사
(전)머니투데이 4차 산업혁명 연구소장
(현)경기대학교 특임교수",-,1년 9개월,-
2,케이티스카이라이프,권혁진,남,1965년 08월,상무,미등기임원,상근,"남부광역
본부장","인천대학교(중퇴)
(전)kt skylife 영업본부 동부영업단장",-,2년,-
3,케이티스카이라이프,양춘식,남,1970년 12월,전무,미등기임원,상근,"경영기획
본부장","연세대학교 대학원 방송영상 석사
(전)kt 비서실 2담당",-,11개월,-
4,케이티스카이라이프,채학석,남,1969년 08월,상무,미등기임원,상근,"콘텐츠융합
사업본부장","고려대학교 대학원 정보통신학 석사
(전)kt skylife  경영기획실장",-,11개월,-
5,케이티스카이라이프,이석우,남,1964년 11월,상무,미등기임원,상근,기술본부장,"Michigan State University Telecommunication 석사
(전)kt 미디어플랫폼사업본부 미디어
     기술담당",-,10개월,-
6,케이티스카이라이프,김의현,남,1964년 04월,상무,미등기임원,상근,영업본부장,"서강대학교 수학과 학사
(전)kt 강남/서부고객본부 강남영업기획담당",-,1개월,-
7,케이티스카이라이프,전범석,남,1969년 04월,상무,미등기임원,상근,"수도권광역
본부장","대구대학교 전자공학과 학사
(전) kt 5G/GiGA사업본부 인터넷/통화사업담당",-,1개월,-
8,케이티스카이라이프,최경동,남,1968년 01월,상무,미등기임원,상근,동부영업단장,"경희대학교 산업정보대학원 정보통신학 석사
(전)kt skylife 동부영업단장",-,3년10개월,2021년 01월 01일
9,케이티스카이라이프,이형진,남,1966년 12월,상무,미등기임원,상근,　서부영업단장,"고려대학교 대학원 마케팅 석사
(전)kt skylife 서부영업단장",-,3년 1개월,2021년 01월 01일
10,케이티스카이라이프,홍기섭,남,1960년 06월,이사,등기임원,상근,"대외협력총괄
부사장","한양대학교 경제학 학사
(전)KBS 글로벌센터장
(전)KBS 미래사업본부장
(전)KBS 보도본부장",-,9개월,-
11,케이티스카이라이프,송재호,남,1966년 03월,이사,등기임원,비상근,"기타
비상무이사","서강대학교 컴퓨터공학과 석사
(전)kt 미래사업개발단장
(전)kt 통합보안사업담당(전무)
(현)kt 미디어플랫폼사업본부장(전무)",최대주주의임원,9개월,-
12,케이티스카이라이프,안치용,남,1966년 10월,이사,등기임원,비상근,"기타
비상무이사","연세대학교 경영대학원 경영학 석사
(전)kt 영업본부 강북본부장
(현)kt 영업본부장",최대주주의임원,9개월,-
13,케이티스카이라이프,김진국,남,1965년 12월,이사,등기임원,비상근,"기타
비상무이사","고려대학교 경영학 석사
(전)kt skylife 경영기획본부장
(현)kt 그룹경영실장",최대주주의임원,1년 9개월,-
14,케이티스카이라이프,권행민,남,1959년 02월,이사,등기임원,비상근,사외이사,"한국과학기술원 경영학 석사
(전)kt파워텔 사장
(전)대림대학교 사무처장
(현)KC그린홀딩스 감사",-,4년 9개월,-
15,케이티스카이라이프,박인구,남,1946년 11월,이사,등기임원,비상근,사외이사,"서던캘리포니아대학교대학원 
재무행정학 석사 
(전)동원F&B 대표이사
(현)동원엔터프라이즈 대표이사부회장",-,5년 9개월,-
16,케이티스카이라이프,김태용,남,1963년 09월,이사,등기임원,비상근,사외이사,"미국 조지워싱턴대학교로스쿨Visiting  Scholar
(전)한화 법무팀장(전무)
(현)법무법인 화현 대표변호사",-,9개월,-
17,케이티스카이라이프,국은주,여,1965년 08월,이사,등기임원,비상근,사외이사,"카톨릭대학교상당심리학 석사
(전)KBS 제작1본부 라디오센터장
(현)KBS 전략기획실장",-,9개월,-
