,corp_name,nm,sexdstn,birth_ym,ofcps,rgist_exctv_at,fte_at,chrg_job,main_career,mxmm_shrholdr_relate,hffc_pd,tenure_end_on
0,STX엔진,송종근,남,1965년 12월,사장,등기임원,상근,대표이사,"서울대국제경제학 석사
하나카드 경영전략본부장
하나은행 무교기업센터 지점장",-,2년6개월,2021년 03월 27일
1,STX엔진,윤태정,남,1962년 03월,부상무,미등기임원,상근,민수본부장,"부산수산대 기관학
STX엔진 민수영업팀장",-,8년1개월,-
2,STX엔진,김두일,남,1974년 05월,"기타비상
무이사",등기임원,비상근,기타비상무이사,"고려대 경영학
현. 유암코 CR본부장
삼일회계법인 공인회계사","최대주주의
최대주주의
임직원",2년6개월,2021년 03월 25일
3,STX엔진,권수일,남,1959년 08월,사외이사,등기임원,비상근,사외이사,"국방대학원 정보관리 석사
부산/울산지구 기무부대 과장
국방연구원 기무실장",-,2년6개월,2021년 03월 25일
4,STX엔진,정재형,남,1965년 04월,사외이사,등기임원,비상근,사외이사,"서울대 법학
KLC(태국) 법률사무소 변호사
WCP(태국 로펌) 변호사",-,9개월,2021년 03월 25일
5,STX엔진,정징한,남,1954년 08월,감사,등기임원,상근,감사,"경남대 무역학
우리은행 본부장",-,6년9개월,-
6,STX엔진,주낙홍,남,1961년 01월,상무,미등기임원,상근,생산본부장,"울산대 조선공학
STX엔진 생산공장장",-,16년9개월,-
7,STX엔진,이상수,남,1962년 09월,상무,미등기임원,상근,특수본부장,"아주대 기계공학
STX엔진 특수설계팀장",-,16년9개월,-
8,STX엔진,하재술,남,1964년 01월,부상무,미등기임원,상근,전자통신본부장,"원광대 전자공학
STX엔진 전자통신연구소장",-,16년9개월,-
9,STX엔진,이강한,남,1961년 11월,부상무,미등기임원,상근,지원본부장,"경남대 기계공학
STX엔진 조달팀장",-,8년,-
