,corp_name,nm,sexdstn,birth_ym,ofcps,rgist_exctv_at,fte_at,chrg_job,main_career,mxmm_shrholdr_relate,hffc_pd,tenure_end_on
0,에스앤에스텍,정수홍,남,1955년 07월,회장,등기임원,상근,"대표
이사","경북대학교 반도체공학 박사
 (주)피케이엘 대표이사 
Photronics COO",최대주주,"2017.03
 ~현재",2021년 03월 13일
1,에스앤에스텍,정충홍,남,1969년 07월,이사,미등기임원,상근,"경영
지원",(주)에스앤에스텍 경영지원,"최대주주
친인척","2013.09
~현재",-
2,에스앤에스텍,김동건,남,1972년 10월,이사,미등기임원,상근,연구,"경북대학교 화학공학 석사
(주)에스앤에스텍 연구소",-,"2002.03
~현재",-
3,에스앤에스텍,이종화,남,1974년 08월,이사,미등기임원,상근,연구,"경북대학교 전자공학 석사
(주)에스앤에스텍 연구소",-,"2010.09
~현재",-
4,에스앤에스텍,성진수,남,1973년 12월,이사,미등기임원,상근,영업,"경북대학교 물리학과
(주)에스앤에스텍 영업",-,"2014.12
~현재",-
5,에스앤에스텍,이종림,남,1961년 03월,부사장,등기임원,상근,"사업부
총괄","부산대학교 경제학과 
(주)SHEC 대표이사 *(주1)",-,"2016.01
~현재",2023년 03월 18일
6,에스앤에스텍,허진구,남,1968년 07월,상무,등기임원,상근,"재무및공시
책임자","충남대학교 경영학과
(주)아큐텍반도체기술 경영지원부",-,"2003.05
~현재",2022년 03월 18일
7,에스앤에스텍,양근식,남,1955년 08월,"사외
이사",등기임원,비상근,-,"능인고등학교 교장 
한국중등교장협의회 부회장
달서고등학교 교장",-,"2018.03
~현재",2021년 03월 13일
8,에스앤에스텍,심재호,남,1957년 02월,"사외
이사",등기임원,비상근,-,"삼성생명 전략채널본부장 전무
 삼성생명 해외사업 본부장 
KB손해보험 사외이사",-,"2019.03
~현재",2022년 03월 18일
9,에스앤에스텍,전종욱,남,1956년 09월,감사,등기임원,상근,-,"서울대학교 행정학 석사
한국컴퓨터통신 기획부장",-,"2013.03
~현재",2022년 03월 18일
10,에스앤에스텍,신  철,남,1963년 02월,부사장,미등기임원,상근,연구,"연세대학교 물리학
Photronics 기술 전무",-,"2013.04
~현재",-
11,에스앤에스텍,박연수,남,1967년 12월,상무,미등기임원,상근,"품질
관리","경북대학교 물리학
(주)에스앤에스텍 임원",-,"2001.10
~현재",-
12,에스앤에스텍,김용현,남,1965년 02월,상무,미등기임원,상근,"생산
기술","삼성전자공과대학교 반도체공학
삼성전자(주) 반도체 연구소",-,"2014.09
~현재",-
