,corp_name,nm,sexdstn,birth_ym,ofcps,rgist_exctv_at,fte_at,chrg_job,main_career,mxmm_shrholdr_relate,hffc_pd,tenure_end_on
0,깨끗한나라,최병민,남,1952년 03월,회장,미등기임원,상근,회장,"- 現 깨끗한나라 회장
- 現 제지자원진흥원 이사장
- 前 한국제지연합회 회장",특수관계인,2013.04.01~현재,-
1,깨끗한나라,박경환,남,1972년 04월,상무,미등기임원,상근,CHO,- 現 깨끗한나라 CHO,-,2009.01.19~현재,-
2,깨끗한나라,곽종국,남,1966년 02월,상무,미등기임원,상근,"청주공장
 공장장",- 現 깨끗한나라 청주공장 공장장,-,1993.07.12~현재,-
3,깨끗한나라,추성엽,남,1970년 05월,상무,미등기임원,상근,CMO,- 現 깨끗한나라 CMO,-,2020.09.01~12.31,2020년 12월 31일
4,깨끗한나라,최현수,여,1979년 05월,사장,등기임원,상근,"대표이사
 (사업부, 경영관리)",- 現 깨끗한나라 대표이사,특수관계인,2014.01.01~현재,2021년 03월 24일
5,깨끗한나라,김민환,남,1960년 11월,부사장,등기임원,상근,"대표이사
 (HR, 공장)","- 現 깨끗한나라 대표이사 
- 前 LG화학 CHO/전무","특수관계인
 (발행회사 임원)",2019.02.01~현재,2021년 03월 24일
6,깨끗한나라,최정규,남,1991년 06월,기타비상무이사,등기임원,비상근,기타비상무이사,- 現 깨끗한나라 기타비상무이사,최대주주 본인,2020.03.27~현재,2022년 03월 27일
7,깨끗한나라,유원규,남,1952년 10월,사외이사,등기임원,비상근,경영자문,"- 現 법무법인 광장 대표변호사
- 前 서울가정법원 원장
- 前 서울서울지방법원 원장",-,2015.03.20~현재,2021년 03월 24일
8,깨끗한나라,최흥식,남,1956년 06월,감사,등기임원,상근,감사,"- 現 교육기관 및 기업체 채권관리
   내부감사 및 경영분석 강의
- 前LG전선(현LS전선) 감사/채권 담당",-,2016.03.25~현재,2019년 03월 24일
9,깨끗한나라,한재신,남,1970년 03월,전무,미등기임원,상근,"Home&Life
 사업부장","- 現 깨끗한나라 Home&Life 사업부장/전무
- 前 아모레퍼시픽 상무",-,2019.02.07~현재,-
10,깨끗한나라,박준성,남,1965년 12월,전무,미등기임원,상근,"Paper Solution
 사업부장","- 現 깨끗한나라 Paper Solution 사업부장/전무 
- 前 LG화학 상무",-,2019.08.01~현재,-
11,깨끗한나라,박경열,남,1970년 02월,전무,미등기임원,상근,CFO,"- 現 깨끗한나라 CFO
- 前 아워홈 상무",-,2019.02.01~현재,-
