,corp_name,nm,sexdstn,birth_ym,ofcps,rgist_exctv_at,fte_at,chrg_job,main_career,mxmm_shrholdr_relate,hffc_pd,tenure_end_on
0,SKC,박원철,남,1967년 08월,대표이사 사장,사내이사,상근,대표이사 사장,"서울대 박사 
(겸) SK Japan Investment, Inc. Director  
SUPEX추구협의회 신규사업팀장 
SUPEX추구협의회 전략지원팀 임원 
SUPEX추구협의회 Global성장지원팀 임원","계열회사
등기임원",2022.01.01,2025년 03월 23일
1,SKC,최갑룡,남,1965년 03월,부문장,미등기,상근,ESG추진부문장,"고려대 석사
법무지원실장
ESG추진지원단장",-,2019.01.01,-
2,SKC,고도일,남,1969년 06월,본부장,미등기,상근,기업문화본부장,"성균관대 학사
DBL기반BM개발팀장
일하는방식혁신추진실장",-,2020.01.01,-
3,SKC,나윤아,여,1977년 07월,본부장,미등기,상근,Soial Value본부장,"고려대 학사
DBL추진실장
ESG추진실장",-,2020.01.01,-
4,SKC,신정환,남,1973년 07월,본부장,미등기,상근,사업개발본부장,"Southern Mississippi 대학원 박사Mobility/친환경사업본부장
Tech.센터장
소재Solution센터장",-,2020.01.01,-
5,SKC,박진우,남,1973년 12월,본부장,미등기,상근,재무본부장,"연세대 학사
재무2팀장
재무지원실장",-,2021.01.01,-
6,SKC,김선혁,남,1973년 09월,그룹장,미등기,상근,BM혁신그룹,"고려대 학사
M&A팀장
PortfolioMgmt.팀장
BM혁신추진실장",-,2021.01.01,-
7,SKC,김윤회,남,1971년 09월,본부장,미등기,상근,Compliance본부장,"시러큐스대 박사
SK이노베이션 법무팀장
SK온 Battery법무PL
법무지원실장",-,2023.01.01,-
8,SKC,김기태,남,1977년 10월,본부장,미등기,상근,전략본부장,"서울대 학사
SK트레이딩인터네셔날
SK주식회사",-,2023.01.01,-
9,SKC,장재혁,남,1972년 09월,실장,미등기,상근,소재사업개발실,"한국과학기술원 박사
기술사업화추진담당",-,2023.01.01,-
10,SKC,조민재,남,1970년 09월,실장,미등기,상근,Global Financing실장,"조지워싱턴대 학사
사업개발담당
Global사업개발담당
Global Financing담당",-,2023.01.01,-
11,SKC,김양택,남,1975년 12월,기타비상무이사,기타비상무이사,비상근,기타비상무이사,"연세대 학사 
SK주식회사 홀딩스 첨단소재투자센터장 
SK주식회사 홀딩스 투자1센터 그룹장 
SK주식회사 홀딩스 투자2센터 임원 
SK주식회사 홀딩스 Portfolio3실장",임원,2022.03.24,2025년 03월 23일
12,SKC,박종만,남,1974년 03월,실장,미등기,상근,SHE경영실장,"한양대 학사
SKC Jiangsu생산운영실장
품질경영소위원회 팀장
공유Infra위원회 담당",-,2023.01.01,-
13,SKC,유재혁,남,1979년 11월,실장,미등기,상근,IR실장,"연세대 학사
메릴린치인터네셔날 선임팀장
SKC IR팀장",-,2023.01.01,-
14,SKC,이성형,남,1965년 12월,기타비상무이사,기타비상무이사,비상근,기타비상무이사,"연세대 학사 
SK주식회사 홀딩스 재무부문장 
SK 주식회사 홀딩스 재무실장 
SK텔레콤 재무관리실장",임원,2018.03.22,2023년 03월 28일
15,SKC,배종서,남,1963년 10월,사외이사,사외이사,비상근,사외이사인 감사위원,"보스턴대학교 MBA 석사
 화진데이크로㈜ 대표 ('99~현재) 
피앤테크 대표이사 ('11~'17.3) 
화진인더스트리 대표이사 ('93~'17.3)","계열회사
등기임원",2017.03.24,2023년 03월 28일
16,SKC,박영석,남,1960년 10월,사외이사,사외이사,비상근,"이사회 의장, 사외이사인 감사위원","펜실베니아대 와튼스쿨 Corporate Finance 박사 
서강대학교 경영학부 정교수 ('00~현재)
㈜한진칼 사외외사 ('20~현재) 
자본시장연구원장('18.6~'21.9), 
 공적자금관리위원회 ('18.3~'18.8) 
한국금융학회 회장 ('17.7~'18.6) 
한국증권학회 회장 ('16.3~'17.2) 
금융위원회 금융발전심의회 위원 ('11.4~'16.4),
 국민경제자문회의 거시금융분과 위원 ('13.5~'15.5)","계열회사
등기임원",2019.03.28,2025년 03월 23일
17,SKC,박시원,여,1978년 06월,사외이사,사외이사,비상근,사외이사,"Lewis and Clark Law School J.D 
동 대학 비교법학연구소 환경법센터장 ('17~'19) 
강원대 법학전문대학원 교수 ('12~현재)","계열회사
등기임원",2021.03.30,2024년 03월 29일
18,SKC,오현주,여,1969년 01월,사외이사,사외이사,비상근,사외이사인 감사위원,"Columbia Law School, LL.M.
 금융감독원 금융분쟁조정위원회 전문위원('01~현재)
 금융투자협회 광고심사협의회 위원('13~현재)
법무법인 광장 금융전문 변호사('01~현재)",-,2022.12.29,-
19,SKC,이완재,남,1959년 09월,사장,미등기,상근,SKMS연구위원,"고려대 학사
SK E&S 전력사업부문장
SKC대표이사",-,2016.01.01,-
20,SKC,최두환,남,1970년 08월,부문장,미등기,상근,경영지원부문장,"성균관대 석사
윤리경영실장
구매지원실장
마케팅1본부장",-,2017.01.01,-
