,rcept_no,corp_cls,corp_code,corp_name,nm,sexdstn,birth_ym,ofcps,rgist_exctv_at,fte_at,chrg_job,main_career,mxmm_shrholdr_relate,hffc_pd,tenure_end_on
0,20230315001436,Y,00162461,한화솔루션,김동관,남,1983년 10월,대표이사,사내이사,상근,전략부문 대표이사,"Harvard Univ.정치학
한화큐셀앤드첨단소재 CCO","최대주주
(주)한화의 임원",3년,2024년 03월 23일
1,20230315001436,Y,00162461,한화솔루션,최만규,남,1955년 10월,이사,사외이사,비상근,사외이사(감사위원),"건국대 농업경제학과 
우리은행 중국법인장",-,4년 9개월,2024년 03월 23일
2,20230315001436,Y,00162461,한화솔루션,윤지호,남,1972년 05월,실장,미등기,상근,"갤러리아부문 전략본부 
경영지원실장","경희대 사학
한화갤러리아 인력개발팀장",-,2년,-
3,20230315001436,Y,00162461,한화솔루션,이경석,남,1967년 05월,팀장,미등기,상근,"큐셀부문 Redeemer공장 
잉곳 파트","부산대 물리학 석사
에스테크 R&D이사",-,4년 9개월,-
4,20230315001436,Y,00162461,한화솔루션,이광석,남,1974년 02월,임원,미등기,상근,컴플라이언스 위원회,"서울대 사법학
서울중앙지방검찰청 검사",-,2년 6개월,-
5,20230315001436,Y,00162461,한화솔루션,이동훈,남,1971년 03월,실장,미등기,상근,"인사이트부문 경영지원실장
 안전보건실장(겸)","대구대 관광경영학
한화도시개발 경영지원실장",-,2년,-
6,20230315001436,Y,00162461,한화솔루션,이상신,남,1970년 06월,팀장,미등기,상근,전략부문 ERP혁신팀,"서울시립대 경영학 석사
한화큐셀 IT팀장",-,2년,-
7,20230315001436,Y,00162461,한화솔루션,이석찬,남,1970년 02월,담당,미등기,상근,케미칼부문 기술담당,"영남대 공업화학
기술개발팀장",-,3년,-
8,20230315001436,Y,00162461,한화솔루션,이승윤,남,1975년 11월,실장,미등기,상근,"큐셀부문 사업지원부문 
상품전략실장","서울대 재료공학 박사
한화큐셀 모듈PM팀장",-,1년 2개월,-
9,20230315001436,Y,00162461,한화솔루션,이유스티노,남,1969년 04월,담당,미등기,상근,"케미칼부문 울산 
PVC 생산담당","부산대 화학공학
닝보유한공사 생산팀장",-,-,-
10,20230315001436,Y,00162461,한화솔루션,이재화,남,1971년 11월,담당,미등기,상근,"케미칼부문 울산 
지원담당","고려대 행정학
노사협력팀장",-,2개월,-
11,20230315001436,Y,00162461,한화솔루션,이정수,남,1966년 06월,임원,미등기,상근,"갤러리아부문 전략본부 
경영지원실 HR혁신팀 임원","고려대 유전공학
갤러리아 부문 상품본부 F&B부문 PB전력화팀장",-,5년,-
12,20230315001436,Y,00162461,한화솔루션,김승연,남,1952년 02월,회장,미등기,비상근,회장,"드폴대 대학원 국제정치학 석사
㈜한화 대표이사",-,1년 9개월,-
13,20230315001436,Y,00162461,한화솔루션,이준우,남,1979년 05월,담당,미등기,상근,전략부문 에너지1담당,"서울대 전기공학
한화큐셀 CYB공장장",-,3년,-
14,20230315001436,Y,00162461,한화솔루션,이철웅,남,1976년 08월,센터장,미등기,상근,케미칼부문 PVC테크센터장,"광주과학기술원 고분자공학 석사
미래기술연구센터 PL",-,2개월,-
15,20230315001436,Y,00162461,한화솔루션,임병헌,남,1969년 01월,부문장,미등기,상근,"갤러리아부문 전략본부 
전략기획실 기획부문","경희대 무역학
갤러리아 부문 신사업전략실 신사업전략부문장",-,4년,-
16,20230315001436,Y,00162461,한화솔루션,임상일,남,1970년 10월,TFT장,미등기,상근,케미칼부문 Evergreen TFT장,"경상대 화학공학
PO기획팀장",-,2개월,-
17,20230315001436,Y,00162461,한화솔루션,전병근,남,1975년 04월,임원,미등기,상근,전략부문 커뮤니케이션실,"중국과학원대학 과학기술관리학 박사
한화에너지 사업부문 솔루션사업부장",-,5개월,-
18,20230315001436,Y,00162461,한화솔루션,전봉식,남,1978년 09월,센터장,미등기,상근,케미칼부문 촉매기술연구센터장,"한국과학기술원 생명화학공학 박사
석유수지 상업화 TFT장",-,2개월,-
19,20230315001436,Y,00162461,한화솔루션,전석진,남,1968년 10월,담당,미등기,상근,"케미칼부문 여수 
PO 생산담당","건국대 공업화학 석사
여수 PE생산2팀장",-,2개월,-
20,20230315001436,Y,00162461,한화솔루션,정눈실,여,1979년 11월,담당,미등기,상근,전략부문 법무1담당,"서울대 법학 석사
삼성웰스토리",-,2개월,-
21,20230315001436,Y,00162461,한화솔루션,정두영,남,1976년 07월,사업부장,미등기,상근,케미칼부문 PVC사업부장,"중산대학교 MBA
닝보유한공사 영업팀장",-,1년 2개월,-
22,20230315001436,Y,00162461,한화솔루션,정만교,남,1969년 06월,임원,미등기,상근,케미칼부문 인사팀,"연세대 행정학
구매팀장",-,4년,-
23,20230315001436,Y,00162461,한화솔루션,김창범,남,1955년 09월,부회장,미등기,상근,부회장,"고려대 통계학
한화L&C 대표이사",-,-,-
24,20230315001436,Y,00162461,한화솔루션,정일규,남,1975년 10월,팀장,미등기,상근,"갤러리아부문 전략본부 
전략기획실 기획부문 경영기획팀장","서울대 경제학
㈜한화 무역부문 경영관리실 기획조정팀장",-,2개월,-
25,20230315001436,Y,00162461,한화솔루션,정정민,남,1969년 07월,실장,미등기,상근,큐셀부문 스마트팩토리실장,"포항공대 산업공학과 석사
LGCNS Smart Factory구축 담당",-,9개월,-
26,20230315001436,Y,00162461,한화솔루션,정후상,남,1970년 02월,실장,미등기,상근,전략부문 DT전략실장,"서울대 산업공학 박사
LG CNS 팀장",-,1년 4개월,-
27,20230315001436,Y,00162461,한화솔루션,조용우,남,1979년 06월,팀장,미등기,상근,"큐셀부문 Redeemer공장 
오퍼레이션 파트","Northwestern University_Kellogg MBA
한화솔루션 전략부문 에너지1담당 임원",-,1년 3개월,-
28,20230315001436,Y,00162461,한화솔루션,조현일,남,1963년 09월,임원,미등기,상근,컴플라이언스 위원회,"서울대 사법학
한화그룹 경영기획실 법무팀장",-,3년 6개월,-
29,20230315001436,Y,00162461,한화솔루션,주성진,남,1970년 09월,팀장,미등기,상근,전략부문 Digital Security팀장,"포항공대 정보통신학 석사
LG CNS 보안담당",-,1년,-
30,20230315001436,Y,00162461,한화솔루션,차원윤,남,1968년 09월,임원,미등기,상근,"갤러리아부문 전략본부 
경영지원실 HR혁신팀 임원","중앙대 경영학 석사
갤러리아 부문 상품본부 F&B부문장",-,3년,-
31,20230315001436,Y,00162461,한화솔루션,최대연,남,1968년 03월,팀장,미등기,상근,큐셀부문 Redeemer공장 CO 파트,"영남대 건축공학
한화큐셀 칠레법인장",-,1년 2개월,-
32,20230315001436,Y,00162461,한화솔루션,한기도,남,1967년 09월,센터장,미등기,상근,케미칼부문 공정기술연구센터장,"연세대 화학공학
전지재료연구센터",-,-,-
33,20230315001436,Y,00162461,한화솔루션,한상윤,남,1974년 07월,팀장,미등기,상근,전략부문 IR팀장,"연세대학교 중어중문
S&P 기업신용평가 담당",-,1년 1개월,-
34,20230315001436,Y,00162461,한화솔루션,김신연,남,1952년 10월,임원,미등기,상근,커뮤니케이션 위원회,"Oklahoma City Univ. MBA
한화이글스 대표이사",-,-,-
35,20230315001436,Y,00162461,한화솔루션,한수정,여,1973년 12월,담당,미등기,상근,전략부문 법무2담당,"University of Minnesota Law School
삼성생명 해외법무 총괄담당",-,5개월,-
36,20230315001436,Y,00162461,한화솔루션,한승희,남,1973년 05월,팀장,미등기,상근,케미칼부문 PO국내영업팀장,"한양대학교 경영학
PO글로벌영업팀장",-,1년 2개월,-
37,20230315001436,Y,00162461,한화솔루션,유성주,남,1966년 09월,본부장,미등기,상근,큐셀부문 미국제조본부장,"서강대 화학공학
한화큐셀 한국공장장",-,-,-
38,20230315001436,Y,00162461,한화솔루션,황정욱,남,1965년 04월,사업부장,미등기,상근,첨단소재부문 미래전략사업부장,"인하대 전자공학
삼성전자 무선사업부 개발실(부사장)",-,1년 8개월,-
39,20230315001436,Y,00162461,한화솔루션,권기영,남,1964년 02월,총괄,미등기,상근,케미칼부문 생산안전총괄,"고려대 화학공학
PO생산담당",-,-,-
40,20230315001436,Y,00162461,한화솔루션,금종한,남,1964년 12월,실장,미등기,상근,전략부문 인사전략실장,"University of Washington MBA
한화첨단소재 경영기획부문장",-,-,-
41,20230315001436,Y,00162461,한화솔루션,김재형,남,1969년 01월,연구소장,미등기,상근,케미칼부문 중앙연구소장,"연세대 화학공학 박사
SABIC Staff Scientist",-,2년 11개월,-
42,20230315001436,Y,00162461,한화솔루션,남정운,남,1967년 01월,임원,미등기,상근,케미칼부문 인사팀,"서울대 MBA
한화토탈 수지사업부장",-,4년 2개월,-
43,20230315001436,Y,00162461,한화솔루션,김은수,남,1962년 07월,대표이사,사내이사,상근,갤러리아부문 대표이사,"University of Colorado 국제경제학 석사
한화갤러리아 대표이사",-,1년 9개월,2023년 03월 23일
44,20230315001436,Y,00162461,한화솔루션,문경원,남,1967년 11월,실장,미등기,상근,전략부문 전략기획실장,"연세대 화학
전략기획실장",-,-,-
45,20230315001436,Y,00162461,한화솔루션,박승덕,남,1970년 08월,총괄,미등기,상근,전략부문 전략총괄,"포항공대 화학공학 석사
한화종합화학 대표이사",-,-,-
46,20230315001436,Y,00162461,한화솔루션,박용범,남,1965년 07월,임원,미등기,상근,"갤러리아부문 전략본부 
경영지원실 HR혁신팀 임원","단국대 농학
갤러리아 부문 영업본부장",-,2년,-
47,20230315001436,Y,00162461,한화솔루션,신동진,남,1967년 06월,부문장,미등기,상근,인사이트부문 부문장,"단국대 회계학
㈜한화/건설 경영전략실장",-,2년 1개월,-
48,20230315001436,Y,00162461,한화솔루션,신용인,남,1966년 08월,실장,미등기,상근,전략부문 재무실장,"서울대 국제경제학
㈜한화 지원부문 재무기획파트장",-,-,-
49,20230315001436,Y,00162461,한화솔루션,안인수,남,1967년 12월,공장장,미등기,상근,케미칼부문 여수공장장,"부산대 화학공학
TDI공장장",-,-,-
50,20230315001436,Y,00162461,한화솔루션,이길섭,남,1968년 10월,임원,미등기,상근,케미칼부문 인사팀,"부산대 화학공학
한화솔루션 첨단소재 부문 미주총괄",-,-,-
51,20230315001436,Y,00162461,한화솔루션,정훈택,남,1960년 03월,센터장,미등기,상근,케미칼부문 수소기술연구센터장,"KAIST 무기재료박사
LANL 수석연구원",-,1년 11개월,-
52,20230315001436,Y,00162461,한화솔루션,강대철,남,1965년 08월,담당,미등기,상근,"첨단소재부문 미래전략사업부 
디스플레이사업부문장","인하대 전자공학
삼성전자 무선사업부 VE그룹장(상무)",-,1년 5개월,-
53,20230315001436,Y,00162461,한화솔루션,기일,남,1968년 03월,사업부장,미등기,상근,"인사이트부문 에너지솔루션
사업부장","인하대 토목공학
한화도시개발 개발1본부장",-,4년,-
54,20230315001436,Y,00162461,한화솔루션,이구영,남,1964년 04월,대표이사,사내이사,상근,큐셀부문 대표이사,"연세대 정치외교학
한화케미칼 대표이사",-,3년 9개월,2023년 03월 23일
55,20230315001436,Y,00162461,한화솔루션,김병만,남,1970년 06월,담당,미등기,상근,전략부문 에너지2담당,Univ. of Pennsylvania MBA,-,1년,-
56,20230315001436,Y,00162461,한화솔루션,김은식,남,1973년 12월,본부장,미등기,상근,큐셀부문 아시아제조본부장,"서울대 무기재료공학 석사
한화큐셀 중국공장장",-,　-,-
57,20230315001436,Y,00162461,한화솔루션,김정대,남,1969년 02월,센터장,미등기,상근,케미칼부문 중합기술연구센터장,"Univ. of Waterloo 화학공학 박사
美 Covestro社 PM",-,10개월,-
58,20230315001436,Y,00162461,한화솔루션,김태원,남,1977년 12월,본부장,미등기,상근,갤러리아부문 상품본부장,"서울대 법학
갤러리아 부문 명품관 사업장장",-,1년 2개월,-
59,20230315001436,Y,00162461,한화솔루션,남종훈,남,1974년 03월,임원,미등기,상근,전략부문 컴플라이언스실,"연세대 법학
대통령 법무비서관실 행정관",-,3년,-
