,corp_name,nm,sexdstn,birth_ym,ofcps,rgist_exctv_at,fte_at,chrg_job,main_career,mxmm_shrholdr_relate,hffc_pd,tenure_end_on
0,신세계인터내셔날,이길한,남,1962년 09월,대표이사,사내이사,상근,"총괄대표이사 兼
패션부문, 코스메틱부문
대표이사/
이사회의장/
사외이사후보추천위원회위원","1985 서울대학교 무역학 학사
2011 (주)호텔신라 면세유통사업부 MD본부장
2015 HDC신라면세점(주) 대표이사",계열회사임원,5년,2024년 03월 22일
1,신세계인터내셔날,박승석,남,1967년 04월,상무,미등기,상근,"사업기획본부
기획담당","1991 성균관대학교 경제학 학사
2017 (주)신세계인터내셔날 기획담당",-,27년,-
2,신세계인터내셔날,이수용,남,1969년 04월,상무,미등기,상근,"패션부문
2사업부장","1995 한국외국어대학교 무역학 학사
2015 (주)신세계인터내셔날 2사업부장",-,27년,-
3,신세계인터내셔날,김준오,남,1969년 02월,상무,미등기,상근,"코스메틱부문
기술혁신센터장","1991 서강대학교 화학 학사
1993 서강대학교 화학 석사
2011 서울대학교 화학 박사
2015 (주)신세계인터코스코리아 기초연구소 연구소장",-,3년,-
4,신세계인터내셔날,최경원,여,1971년 02월,상무,미등기,상근,"패션부문
디자인기획센터장
兼 디자인기획센터 VMD실장","1994 중앙대학교 공예학 학사
1998 FASHION SCHOOL OF MARANGONI 석사
2017 (주)신세계 패션자주담당",-,1년,-
5,신세계인터내셔날,만성원,남,1974년 07월,상무,미등기,상근,이커머스 담당,"2001 서울대 도시공학 학사
2008 Cornell Univercity 경영학 석사
2018 ㈜신세계디에프 온라인담당
2021 ㈜신세계디에프 전략영업담당",-,1년,-
6,신세계인터내셔날,손영선,여,1950년 07월,상무보,미등기,상근,"패션부문
디자인기획센터
상품개발실장","1969 금란여자고등학교 졸업
2011 (주)신세계 패션연구소 상품개발실장",-,2년,-
7,신세계인터내셔날,김범수,남,1969년 02월,상무보,미등기,상근,지원담당,"1994 중앙대학교 무역학 학사
2020 (주)신세계인터내셔날 인사담당",-,26년,-
8,신세계인터내셔날,이한승,남,1972년 12월,상무보,미등기,상근,JAJU 상품담당,"1996 중앙대 과학사회학 학사
2020 (주)신세계인터내셔날 JAJU상품담당",-,22년,-
9,신세계인터내셔날,송재원,남,1972년 06월,상무보,미등기,상근,코스메틱부문 1사업부장 겸 2사업부장,"1998 연세대 의류환경 학사
2021 (주)신세계인터내셔날 글로벌코스메틱1사업부장",-,10년,-
10,신세계인터내셔날,정승원,여,1978년 03월,상무보,미등기,상근,코스메틱부문 3사업부장,"2003 연세대 생물학 학사
2008 ESSEC International Luxury Brand Management 석사
2021 (주)신세계인터내셔날 코스메틱3사업부장",-,9년,-
11,신세계인터내셔날,김덕주,남,1970년 06월,상무,사내이사,상근,"코스메틱부문
코스메틱본부장","1997 The University of Toronto, Bachelor of arts in Economics
2005 샤넬코리아(유) 전무
2017 (주)신세계 해외패션담당 상무",계열회사임원,2년,2025년 03월 22일
12,신세계인터내셔날,신상화,남,1971년 10월,상무보,사내이사,상근,"재무담당/
ESG위원회위원/
내부거래위원회위원/
보상위원회위원","1995 전북대학교 경제학 학사
2019 (주)신세계 CSR담당",계열회사임원,2년,2025년 03월 22일
13,신세계인터내셔날,구희권,남,1957년 12월,사외이사,사외이사,비상근,"사외이사/
내부거래위원회위원장/
사외이사후보추천위원회위원장/
감사위원회위원/
ESG위원회위원/
보상위원회위원/","1980 고려대학교 법학 학사
1981 입법고등고시 합격(5회)
1982 연세대학교 행정학 석사
1989 The Fletcher School at Tuft University, Master in Law and Diplomacy
1994 중앙대학교 법학 박사
2011~2012 국회사무처 사무차장
2013.03~2019.03 (주)GS홈쇼핑 사외이사 겸 감사위원
2014 김앤장 법률사무소 고문(現)",계열회사임원,4년,2023년 03월 22일
14,신세계인터내셔날,김동훈,남,1961년 08월,사외이사,사외이사,비상근,"사외이사/
감사위원회위원장/
내부거래위원회위원/
사외이사후보추천위원회위원","1983 연세대학교 경영학 학사
1985 Columbia University, Master in Business (경영학 석사)
1989 Columbia University, Phd in Business (경영학 박사)
1989~1994 The State Univ of New York at Buffalo 조교수
1994~2001 연세대학교 경영학과 조교수, 부교수
2011 연세대학교 경영대학 교수(現) 兼 행정·대외 부총장 (2020~現)
2011.04~2017.03 (주)GS리테일 사외이사 겸 감사위원(감사위원장)
2015~2016 연세대학교 경영대학장 겸 경영전문대학원장",계열회사임원,4년,2023년 03월 22일
15,신세계인터내셔날,박만성,남,1963년 08월,사외이사,사외이사,비상근,"사외이사/
감사위원회위원/
ESG위원회위원장/
보상위원회위원장","1988 영남대학교 경제학 학사
1992 행정고등고시 합격(36회)
1999 University of Bristol, Master in Economics
2012.12~2014.07 부산지방국세청 징세법무국 국장
2014.07~2015.12 국세청 전산정보관리관
2015.12~2017.07 국세청 국제조세관리관
2017.07~2017.12 국세공무원교육원 원장
2017.12~2018.12 제42대 대구지방국세청 청장
2022 법무법인(유) 율촌 고문(現)",계열회사임원,1년,2023년 03월 22일
16,신세계인터내셔날,이석구,남,1949년 06월,사장,미등기,상근,"JAJU사업부문
대표","1973 연세대학교 경영학 학사
2002 (주)신세계조선호텔 대표이사
2007 (주)스타벅스커피코리아 대표이사",-,3년,-
17,신세계인터내셔날,문성욱,남,1972년 09월,부사장,미등기,상근,사업기획본부장,"1996 The University of Chicago, Bachelor of arts in Economics
2004 The Wharton School, Univ of Pennsylvania, Master in Business
2013 (주)이마트 신규사업총괄 부사장",계열회사임원,8년,-
18,신세계인터내셔날,심한석,남,1967년 03월,전무,미등기,상근,"패션부문
1사업부장","1994 한국외국어대학교 신문방송학 학사
2012 (주)신세계인터내셔날 1사업부장",-,27년,-
