,rcept_no,corp_cls,corp_code,corp_name,nm,sexdstn,birth_ym,ofcps,rgist_exctv_at,fte_at,chrg_job,main_career,mxmm_shrholdr_relate,hffc_pd,tenure_end_on
0,20230314001107,Y,00156691,한국공항,이승범,남,1959년 09월,대표이사,사내이사,상근,대표이사,"한국외대 서반아어
대한항공 고객서비스부문 부사장
 겸 기내식 기판사업 본부장",-,"'22.01.13
~ 현재",2025년 03월 22일
1,20230314001107,Y,00156691,한국공항,유영석,남,1965년 11월,상무,미등기,상근,"안전통제실장
겸
인천지역 총괄","세종대 경제학
대한항공 여객서비스부 담당
현 에어코리아 이사",-,"'19.12.02
~ 현재",-
2,20230314001107,Y,00156691,한국공항,박현수,남,1966년 10월,상무,미등기,상근,전략지원실장,"인하대 법학
경영전략팀장",-,"'92.01.07
~ 현재",-
3,20230314001107,Y,00156691,한국공항,장수병,남,1965년 08월,상무,미등기,상근,안전보안실장,"고려대 행정학(석)
대한항공 안전보안실 보안/
산업안전보건 담당",-,"'20.12.31
~ 현재",-
4,20230314001107,Y,00156691,한국공항,정해룡,남,1965년 12월,상무,미등기,상근,"화물사업부
담당","홍익대 기계공학
KAL화물지원팀장",-,"'92.01.07
~ 현재",-
5,20230314001107,Y,00156691,한국공항,김진관,남,1966년 06월,상무,사내이사,상근,재무전략실장,"고려대 경영학
대한항공 재무지원부 담당
현 에어코리아 감사",-,"'19.12.02
~ 현재",2023년 03월 24일
6,20230314001107,Y,00156691,한국공항,박상용,남,1954년 02월,사외이사,사외이사,비상근,사외이사,"서울대 행정학(석)
리버풀대학원 경제학(박)
노루홀딩스 고문(현)",-,"'17.03.24
~ 현재",2023년 03월 24일
7,20230314001107,Y,00156691,한국공항,정지원,남,1966년 11월,사외이사,사외이사,비상근,사외이사,"미시간주립대 노사관계대학원(석)
법무법인(유) 율촌 상임고문(현)
(주)SPC삼립 사외이사(현)",-,"'22.03.23
~ 현재",2025년 03월 22일
8,20230314001107,Y,00156691,한국공항,한철기,남,1957년 12월,감사,감사,상근,감사,"연세대 법학(석)
 삼성카드 경영고문",-,"'22.03.23
~ 현재",2025년 03월 22일
9,20230314001107,Y,00156691,한국공항,임종도,남,1960년 09월,상무,미등기,상근,"제주사업부
담당 겸 제주
지역 총괄"," 인하대 물리학
제주사업팀장",-,"'87.03.23
~ 현재",-
10,20230314001107,Y,00156691,한국공항,남기송,남,1967년 01월,상무,미등기,상근,HR지원실장,"서강대 정치외교학
대한항공 운항기획부 담당",-,"'19.12.02
~ 현재",-
11,20230314001107,Y,00156691,한국공항,한영곤,남,1963년 10월,상무,미등기,상근,"급유사업부
담당","한국항공대 경영학
부산지점장",-,"'88.01.18
~ 현재",-
12,20230314001107,Y,00156691,한국공항,한기종,남,1965년 11월,상무,미등기,상근,"여객사업부
담당","중앙대 경제학
종합통제팀장",-,"'92.01.07
~ 현재",-
