,rcept_no,corp_cls,corp_code,corp_name,nm,sexdstn,birth_ym,ofcps,rgist_exctv_at,fte_at,chrg_job,main_career,mxmm_shrholdr_relate,hffc_pd,tenure_end_on
0,20230321000387,Y,00595191,후성,허국,남,1965년 08월,대표이사,사내이사,상근,대표이사,"o 서강대 물리학과
o (前)삼성전자 반도체사업부 전무
o (前)삼성전자 중국총괄 임원",-,1년 10개월,2024년 03월 30일
1,20230321000387,Y,00595191,후성,김위연,남,1966년 06월,이사,미등기,상근,관리부,o 영남대 법학,-,11년 8개월,-
2,20230321000387,Y,00595191,후성,문철환,남,1971년 10월,이사,미등기,상근,품질관리부,o 울산대 에너지관리공학 대학원 석사,-,3년 3개월,-
3,20230321000387,Y,00595191,후성,정홍식,남,1962년 05월,사외이사,사외이사,비상근,사외이사,"o (現)UNIST 신소재공학과 교수
o (前)칭화대 전자공학과 교수
o (前)연세대학교 융합기술원 연구 교수",-,1년 9개월,2024년 03월 30일
4,20230321000387,Y,00595191,후성,공봉구,남,1971년 11월,이사,미등기,상근,관리부,o 건국대 경영학,-,2년 7개월,-
5,20230321000387,Y,00595191,후성,김병주,남,1969년 06월,이사,미등기,상근,설비기술팀 담당,o 울산공업고등학교,-,12년 1개월,-
6,20230321000387,Y,00595191,후성,박진식,남,1971년 08월,이사,미등기,상근,영업담당,o 고려대 화학공학,-,16년 1개월,-
7,20230321000387,Y,00595191,후성,조한준,남,1973년 11월,이사,미등기,상근,영업담당,o 명지대 화학공학,-,15년,-
8,20230321000387,Y,00595191,후성,김용민,남,1976년 09월,총괄부회장,사내이사,상근,사내이사,"ㅇ Washington University(U.S.A)
ㅇ Cornell University M.B.A
ㅇ (現)한국내화 등기이사
ㅇ (現)후성HDS 등기이사
ㅇ (現)후성그룹 총괄 부회장",본인,15년,2025년 03월 29일
9,20230321000387,Y,00595191,후성,김근수,남,1948년 09월,"후성그룹
회장",사내이사,상근,사내이사,"o 캘리포니아 주립대 경영학
o (現)후성그룹 회장",최대주주의 친인척,16년 1개월,2024년 03월 30일
10,20230321000387,Y,00595191,후성,홍원기,남,1961년 07월,전무,미등기,상근,영업담당,o 홍익대 무역학과,-,9년 4개월,-
11,20230321000387,Y,00595191,후성,우병원,남,1963년 02월,전무,미등기,상근,연구소장,o 경북대 화학박사,-,15년,-
12,20230321000387,Y,00595191,후성,송근,남,1963년 09월,전무,미등기,상근,울산공장장,o 부산대 화학공학 대학원 석사,-,15년,-
13,20230321000387,Y,00595191,후성,오영석,남,1965년 02월,이사,미등기,상근,생산부,o 한남대학교 화학과,-,15년,-
14,20230321000387,Y,00595191,후성,박순홍,남,1965년 10월,이사,미등기,상근,연구2팀 담당,o 울산대 화학과 대학원 석사,-,15년,-
15,20230321000387,Y,00595191,후성,송영수,남,1948년 02월,감사,감사,상근,감사,"o (前)후성산업 대표이사 
o (前)후성정밀화학 대표이사
o (前)한국내화(주) 감사",-,5년 9개월,2023년 03월 25일
